N_VICTIMAS,HH,COMUNA,EDAD,TIPO_DE_CALLE_AVENIDA,TIPO_DE_CALLE_CALLE,TIPO_DE_CALLE_GRAL PAZ,ACUSADO_AUTO,ACUSADO_BICICLETA,ACUSADO_CARGAS,ACUSADO_MOTO,ACUSADO_MULTIPLE,ACUSADO_OBJETO FIJO,ACUSADO_OTRO,ACUSADO_PASAJEROS,ACUSADO_TREN,SEXO_FEMENINO,SEXO_MASCULINO
1,4,8,19,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,9,70,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,7,1,30,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,8,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,1,29,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,18,8,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,19,11,29,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,15,9,18,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,1,1,22,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,11,1,16,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,5,15,16,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,22,4,19,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,16,8,59,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,9,9,65,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,16,1,59,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,23,7,34,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,6,1,41,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,4,8,34,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,7,12,30,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,9,7,34,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,10,1,50,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,17,12,38,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,12,8,21,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,12,4,52,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,6,3,34,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,4,36,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,11,7,20,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,8,8,29,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,1,3,20,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2,11,7,54,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2,11,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,18,8,56,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,19,7,24,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,10,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,5,1,41,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,17,15,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,8,78,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,4,4,36,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,12,38,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,21,8,30,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,20,14,79,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,4,14,26,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,14,1,57,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,16,1,37,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,18,10,20,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,14,6,20,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,17,8,30,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,22,2,58,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,3,3,30,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,15,10,23,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,6,8,60,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,23,8,42,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,16,15,53,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,21,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,23,3,30,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,17,13,51,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,6,9,60,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,7,12,40,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,18,4,87,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,20,6,76,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,22,1,57,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,22,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,16,10,75,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,1,23,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,15,12,70,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,6,13,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,22,5,60,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,11,13,24,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,3,6,35,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,6,11,29,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,7,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,18,1,80,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,16,3,43,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,16,11,45,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,23,12,57,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,19,9,67,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,23,9,29,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,21,9,21,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,15,19,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,21,1,38,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,8,4,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,5,9,53,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,20,9,57,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,9,15,27,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,4,1,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,16,9,60,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,11,14,55,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,11,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,20,8,30,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,15,14,43,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,1,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7,9,49,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,9,7,58,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,15,7,67,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,12,10,30,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,22,10,37,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2,22,10,60,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,10,8,50,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,11,5,81,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,12,1,29,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,19,4,35,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,2,3,30,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,14,41,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,5,8,25,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,5,14,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,11,30,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,20,13,33,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,23,14,35,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2,13,20,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,23,1,46,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,4,8,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12,4,83,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,20,13,39,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,20,4,29,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,21,1,55,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,22,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,18,4,41,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,21,7,42,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,15,15,83,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,14,8,38,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,16,10,29,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,19,3,23,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,6,11,23,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,7,8,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,9,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,7,14,50,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,5,15,38,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,7,11,23,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,6,4,29,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,8,4,37,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,10,4,43,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,15,12,24,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,17,12,21,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,8,5,38,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,19,7,35,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,1,1,28,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,4,14,27,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,16,3,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,1,11,18,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,4,33,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,17,1,48,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,14,29,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,13,5,36,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,16,6,23,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,12,29,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,14,4,30,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,7,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,8,12,22,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,15,2,82,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,5,1,27,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,8,14,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,7,9,30,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,5,1,43,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,20,7,39,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,17,7,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,4,23,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,5,4,19,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,21,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,9,6,87,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,9,34,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,8,9,27,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,3,70,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,5,8,40,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1,7,11,28,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,7,14,43,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,5,1,28,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,5,1,32,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,5,1,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,18,12,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2,18,12,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,3,1,41,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,19,7,40,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,9,13,43,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,23,7,17,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,9,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,6,10,21,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,6,8,37,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,18,8,22,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2,11,9,46,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,11,9,16,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,7,33,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,8,47,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,20,4,28,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,21,15,20,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,8,12,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,23,1,80,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,9,1,39,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,7,8,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,13,2,47,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,16,10,35,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,10,1,79,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,5,1,61,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,16,4,21,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,18,15,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,2,6,21,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,19,8,32,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,14,9,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,13,11,80,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,23,12,25,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,9,3,19,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,12,9,70,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,22,1,55,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,14,2,30,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,23,14,60,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,16,3,33,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,10,9,95,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,22,4,36,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,9,37,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,12,2,73,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,14,4,84,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,7,9,30,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,10,3,73,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,22,1,43,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,12,9,23,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,5,11,22,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,13,12,58,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,22,1,66,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,16,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,8,10,56,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,8,14,36,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,19,13,87,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,12,7,61,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,19,14,28,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,7,3,16,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,10,13,61,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,4,46,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,9,1,18,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,19,14,85,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,11,13,41,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2,4,12,17,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2,4,12,10,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,21,7,21,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,14,1,56,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,18,4,79,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,9,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,9,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,6,1,76,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,2,2,26,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,18,5,34,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,22,12,22,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,7,4,26,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,15,9,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,8,36,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,14,15,51,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,6,8,29,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,6,8,39,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,6,8,36,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,7,2,24,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,12,6,60,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,19,9,57,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,5,15,23,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,14,8,23,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,18,8,47,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,12,15,24,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,8,4,55,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,11,11,60,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,10,7,25,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,22,8,15,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,23,4,24,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,19,6,22,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,21,11,50,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,6,8,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,17,5,58,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,11,9,49,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,10,3,82,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,12,1,13,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,9,56,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,17,4,19,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2,2,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2,2,6,30,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,9,4,76,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,21,7,77,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,9,9,53,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,21,11,32,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,4,1,27,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,13,7,30,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,15,9,30,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,22,3,83,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,16,1,26,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,10,15,58,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,9,13,39,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,22,1,54,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,21,6,45,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,2,9,46,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,17,1,32,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,2,4,19,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,5,10,40,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,10,2,84,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,13,8,20,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,8,12,44,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,20,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,4,28,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2,1,4,19,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,10,1,31,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,4,7,35,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,7,4,26,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,12,2,80,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,22,8,26,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,10,4,62,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,4,28,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,6,6,28,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,23,15,70,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,22,7,70,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,4,4,24,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2,4,4,30,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,23,5,74,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,15,9,71,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,18,11,26,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,15,24,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,10,11,31,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,13,13,70,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,7,10,42,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,18,2,24,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,16,7,39,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,23,15,37,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,18,2,84,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2,17,1,59,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,17,1,61,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,22,14,37,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,11,13,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,13,4,78,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,18,4,23,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,6,11,25,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,9,3,50,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,7,13,60,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,9,11,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,19,15,82,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,10,7,57,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,19,13,40,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,18,13,47,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,21,4,57,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,20,15,78,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,2,3,43,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,11,12,86,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,7,3,21,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,13,9,69,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,3,3,33,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,6,15,26,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,6,5,54,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,12,1,51,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,11,3,51,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,1,6,32,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,21,1,28,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,7,30,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,17,1,35,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,11,15,73,1,0,0,0,0,0,0,0,0,0,1,0,0,1
